"Geographic code","Province / territory, english","Province / territory, french","Geographic code, Province / territory","Geographic code, Census division","Population, 2016","Incompletely enumerated Indian reserves and Indian settlements, 2016","Total private dwellings, 2016","Private dwellings occupied by usual residents, 2016","Land area in square kilometres, 2016","Population density per square kilometre, 2016",
"13070012","New Brunswick","Nouveau-Brunswick",13,1307,7523,F,3961,3516,7.78,966.7
"13070013","New Brunswick","Nouveau-Brunswick",13,1307,8547,F,3279,3196,12.24,698.5
"13070014","New Brunswick","Nouveau-Brunswick",13,1307,5952,F,3207,2915,5.13,1160.3
"13070015","New Brunswick","Nouveau-Brunswick",13,1307,9004,F,4866,4366,3.94,2284.2
"13070016","New Brunswick","Nouveau-Brunswick",13,1307,10102,F,3754,3620,10.40,971.7
"13070017","New Brunswick","Nouveau-Brunswick",13,1307,8352,F,5502,4604,6.31,1323.8
"13070018","New Brunswick","Nouveau-Brunswick",13,1307,7775,F,3620,3320,4.75,1635.8
"13070019","New Brunswick","Nouveau-Brunswick",13,1307,9774,F,4876,4474,32.56,300.2
"13070020","New Brunswick","Nouveau-Brunswick",13,1307,40,F,22,21,0.55,72.5
"13080001","New Brunswick","Nouveau-Brunswick",13,1308,11754,F,6414,5246,3622.66,3.2
"13080002","New Brunswick","Nouveau-Brunswick",13,1308,138,F,56,53,0.28,490.1
"13080003","New Brunswick","Nouveau-Brunswick",13,1308,9145,F,4628,3959,447.37,20.4
"13080004","New Brunswick","Nouveau-Brunswick",13,1308,1937,F,767,750,12.12,159.8
"13080005","New Brunswick","Nouveau-Brunswick",13,1308,6563,F,3947,2850,241.41,27.2
"13080006","New Brunswick","Nouveau-Brunswick",13,1308,96,F,40,39,0.35,272.2
"13080007","New Brunswick","Nouveau-Brunswick",13,1308,842,F,399,339,228.72,3.7
"13090001","New Brunswick","Nouveau-Brunswick",13,1309,7525,F,3882,3284,974.45,7.7
"13090002","New Brunswick","Nouveau-Brunswick",13,1309,10,F,7,6,22.12,0.5
"13090003","New Brunswick","Nouveau-Brunswick",13,1309,1179,F,401,381,9.59,122.9
"13090004","New Brunswick","Nouveau-Brunswick",13,1309,9097,F,4325,3815,7344.58,1.2
"13090005","New Brunswick","Nouveau-Brunswick",13,1309,8323,F,3914,3572,76.29,109.1
"13090006","New Brunswick","Nouveau-Brunswick",13,1309,9214,F,4334,4132,103.19,89.3
"13090007","New Brunswick","Nouveau-Brunswick",13,1309,48,F,33,27,27.86,1.7
"13090008","New Brunswick","Nouveau-Brunswick",13,1309,532,F,234,219,10.90,48.8
"13090009","New Brunswick","Nouveau-Brunswick",13,1309,8715,F,4483,3751,4283.70,2.0
"13090010","New Brunswick","Nouveau-Brunswick",13,1309,309,F,179,175,16.11,19.2
"13100001","New Brunswick","Nouveau-Brunswick",13,1310,1244,F,595,503,1239.13,1.0
"13100002","New Brunswick","Nouveau-Brunswick",13,1310,6154,F,2546,2365,1446.95,4.3
"13100003","New Brunswick","Nouveau-Brunswick",13,1310,4837,F,1944,1866,752.68,6.4
"13100004","New Brunswick","Nouveau-Brunswick",13,1310,4463,F,2027,1806,704.37,6.3
"13100005","New Brunswick","Nouveau-Brunswick",13,1310,6475,F,4086,2840,2620.37,2.5
