cause_of_death,date,Date-month,Year ,dead,missing,dead_and_missing,location,latitude,longitude,,
suicide - jumped in water,2011-05-08T00:00:00Z,2011 -- 5,2011,0,0,24,almeria,36.834047,-2.463714,,
drowned,2008-08-20T00:00:00Z,2008 -- 8,2008,0,0,35,almeria,36.834047,-2.463714,,
bled to death due to barbed wire,2008-08-01T00:00:00Z,2008 -- 8,2008,0,0,1,almeria,36.834047,-2.463714,,
unknown,2008-10-06T00:00:00Z,2008 -- 10,2008,0,0,15,almeria,36.834047,-2.463714,,
shot by the police,2007-11-09T00:00:00Z,2007 -- 11,2007,0,0,3,almeria,36.834047,-2.463714,,
suicide - other,2006-09-21T00:00:00Z,2006 -- 9,2006,0,0,1,almeria,36.834047,-2.463714,,
drowned,2006-06-04T00:00:00Z,2006 -- 6,2006,0,0,1,almeria,36.834047,-2.463714,,
suicide - other,2006-02-18T00:00:00Z,2006 -- 2,2006,0,0,2,almeria,36.834047,-2.463714,,
car accident,2006-02-18T00:00:00Z,2006 -- 2,2006,0,0,12,almeria,36.834047,-2.463714,,
murdered,2005-02-24T00:00:00Z,2005 -- 2,2005,0,0,2,almeria,36.834047,-2.463714,,
illness,2005-02-21T00:00:00Z,2005 -- 2,2005,1,0,1,almeria,36.834047,-2.463714,,
unknown,2005-12-26T00:00:00Z,2005 -- 12,2005,0,0,1,almeria,36.834047,-2.463714,,
drowned,2005-11-26T00:00:00Z,2005 -- 11,2005,0,0,1,almeria,36.834047,-2.463714,,
drowned,2005-11-26T00:00:00Z,2005 -- 11,2005,0,0,22,almeria,36.834047,-2.463714,,
frozen,2003-01-01T00:00:00Z,2003 -- 1,2003,0,0,2,"Almeria, Spain",36.834047,-2.463714,,
unknown,2002-09-26T00:00:00Z,2002 -- 9,2002,0,0,2,almeria,36.834047,-2.463714,,
drowned,2002-02-01T00:00:00Z,2002 -- 2,2002,0,0,2,almeria,36.834047,-2.463714,,
drowned,2001-09-11T00:00:00Z,2001 -- 9,2001,0,0,3,almeria,36.834047,-2.463714,,
unknown,2001-08-21T00:00:00Z,2001 -- 8,2001,0,0,4,"Almeria, Spain",36.834047,-2.463714,,
unknown,2001-08-07T00:00:00Z,2001 -- 8,2001,0,0,11,almeria,36.834047,-2.463714,,
unknown,2001-03-21T00:00:00Z,2001 -- 3,2001,0,0,1,almeria,36.834047,-2.463714,,
fall,2001-01-24T00:00:00Z,2001 -- 1,2001,0,0,7,almeria,36.834047,-2.463714,,
unknown,2001-01-06T00:00:00Z,2001 -- 1,2001,0,0,11,almeria,36.834047,-2.463714,,
drowned,2000-08-12T00:00:00Z,2000 -- 8,2000,0,0,4,Almeria,36.834047,-2.463714,,
drowned,2000-08-11T00:00:00Z,2000 -- 8,2000,4,0,4,almeria,36.834047,-2.463714,,
car accident,2000-07-09T00:00:00Z,2000 -- 7,2000,0,0,1,almeria,36.834047,-2.463714,,
car accident,2000-04-14T00:00:00Z,2000 -- 4,2000,0,0,2,almeria,36.834047,-2.463714,,
unknown,2000-04-13T00:00:00Z,2000 -- 4,2000,0,0,2,almeria,36.834047,-2.463714,,
car accident,2000-03-03T00:00:00Z,2000 -- 3,2000,0,0,1,almeria,36.834047,-2.463714,,
unknown,2000-12-14T00:00:00Z,2000 -- 12,2000,0,0,27,Almeria,36.834047,-2.463714,,
unknown,2000-12-07T00:00:00Z,2000 -- 12,2000,0,0,1,almeria,36.834047,-2.463714,,
unknown,2000-10-23T00:00:00Z,2000 -- 10,2000,0,0,1,almeria,36.834047,-2.463714,,
drowned,2014-11-01T00:00:00Z,2014 -- 11,2014,2,0,2,Off Almeria,36.4,-2.3,,
died (presumably) from ill treatments,2005-09-13T00:00:00Z,2005 -- 9,2005,0,0,1,"Salford Quays, uk",53.474021,-2.290393,,
drowned,2004-05-27T00:00:00Z,2004 -- 5,2004,0,0,1,"Prestwich, uk",53.527039,-2.28064,,
starved,2013-07-26T00:00:00Z,2013 -- 7,2013,1,0,1,Manchester airport,53.366786,-2.279768,,
drowned,2003-03-08T00:00:00Z,2003 -- 3,2003,0,0,1,"Manchester, UK",53.479324,-2.248485,,
bled to death due to barbed wire,2006-10-05T00:00:00Z,2006 -- 10,2006,0,0,1,"Rye Hill, uk",50.746259,-2.21973,,
drowned,2008-02-17T00:00:00Z,2008 -- 2,2008,0,0,1,"nelson, uk",53.835187,-2.219377,,
drowned,2001-08-20T00:00:00Z,2001 -- 8,2001,0,0,1,"Nelson, UK",53.835187,-2.219377,,
unknown,2000-12-20T00:00:00Z,2000 -- 12,2000,0,0,1,"Nelson, UK",53.835187,-2.219377,,
unknown,2008-01-08T00:00:00Z,2008 -- 1,2008,0,0,1,"trent vale, uk",52.988024,-2.20218,,
unknown,2005-09-03T00:00:00Z,2005 -- 9,2005,0,0,1,"Middleton, uk",53.545921,-2.201948,,
unknown,2007-05-18T00:00:00Z,2007 -- 5,2007,0,0,1,"James Brindley Close, uk",53.018822,-2.189053,,
unknown,2006-10-01T00:00:00Z,2006 -- 10,2006,0,0,1,"Rochdale, uk",53.614086,-2.161814,,
unknown,2003-02-04T00:00:00Z,2003 -- 2,2003,0,0,1,"Stockport, UK",53.406754,-2.158843,,
drowned,2013-03-30T00:00:00Z,2013 -- 3,2013,1,0,1,Train to Manchester,52.8,-2,,
starved,2004-12-19T00:00:00Z,2004 -- 12,2004,0,0,1,"West Bromwich, UK",52.517664,-1.995159,,
drowned,2004-02-29T00:00:00Z,2004 -- 2,2004,0,0,1,pasaia,43.32547,-1.93014,,
drowned,2004-01-02T00:00:00Z,2004 -- 1,2004,0,0,2,pasaia,43.32547,-1.93014,,
drowned,2008-01-03T00:00:00Z,2008 -- 1,2008,0,0,7,oujda,34.686667,-1.911389,,
suicide - under train,2007-02-20T00:00:00Z,2007 -- 2,2007,0,0,1,oujda,34.686667,-1.911389,,
drowned,2006-12-20T00:00:00Z,2006 -- 12,2006,0,0,1,oujda,34.686667,-1.911389,,
suicide - hanged,2002-11-30T00:00:00Z,2002 -- 11,2002,0,0,8,oujda,34.686667,-1.911389,,
shot by the police,2010-04-12T00:00:00Z,2010 -- 4,2010,0,0,11,carboneras,36.999117,-1.892141,,
drowned,2000-04-03T00:00:00Z,2000 -- 4,2000,0,0,1,carboneras,36.999117,-1.892141,,
car accident,2005-10-10T00:00:00Z,2005 -- 10,2005,0,0,1,"Birmingham, uk",52.486243,-1.890401,,
unknown,2002-12-02T00:00:00Z,2002 -- 12,2002,0,0,1,"Birmingham, UK",52.486243,-1.890401,,
drowned,2007-09-24T00:00:00Z,2007 -- 9,2007,0,0,3,ghazaouet,35.1,-1.85,,
suicide - jumped from building,2007-02-10T00:00:00Z,2007 -- 2,2007,0,0,1,ghazaouet,35.1,-1.85,,
drowned,2007-11-13T00:00:00Z,2007 -- 11,2007,0,0,1,ghazaouet,35.1,-1.85,,
unknown,2007-01-10T00:00:00Z,2007 -- 1,2007,0,0,1,ghazaouet,35.1,-1.85,,
drowned,2006-11-01T00:00:00Z,2006 -- 11,2006,0,0,1,ghazaouet,35.1,-1.85,,
died from dehydration,2007-10-09T00:00:00Z,2007 -- 10,2007,0,0,1,"Birkby, uk",53.661998,-1.79723,,
shot by the police,2002-12-23T00:00:00Z,2002 -- 12,2002,0,0,1,"Huddersfield, UK",53.645792,-1.785035,,
drowned,2005-02-06T00:00:00Z,2005 -- 2,2005,1,0,1,"Bradford, uk",53.795984,-1.759398,,
murdered,2015-11-17T00:00:00Z,2015 -- 11,2015,2,0,2,Burton upon Trent,52.8128,-1.70278,,
unknown,2004-07-04T00:00:00Z,2004 -- 7,2004,0,0,1,"Hellin, Spain",38.50957,-1.698922,,
drowned,2004-07-04T00:00:00Z,2004 -- 7,2004,0,0,4,"Hellin, Spain",38.50957,-1.698922,,
unknown,2011-03-31T00:00:00Z,2011 -- 3,2011,0,0,1,rennes,48.113475,-1.675708,,
shot by the police,2015-11-17T00:00:00Z,2015 -- 11,2015,1,0,1,Cherbourg,49.634,-1.668,,
unknown,2005-01-09T00:00:00Z,2005 -- 1,2005,0,0,1,newcastle,54.978252,-1.61778,,
unknown,2004-09-25T00:00:00Z,2004 -- 9,2004,0,0,1,newcastle,54.978252,-1.61778,,
asphyxiated,2001-12-31T00:00:00Z,2001 -- 12,2001,0,0,1,"Tyneside, UK",54.977732,-1.604519,,
suicide - jumped in water,2002-02-09T00:00:00Z,2002 -- 2,2002,0,0,1,"Durham, UK",54.77525,-1.584852,,
unknown,2004-01-07T00:00:00Z,2004 -- 1,2004,0,0,1,"Coventry, UK",52.406822,-1.519693,,
unknown,2011-09-10T00:00:00Z,2011 -- 9,2011,0,0,2,Algeria to Spain,36.146155,-1.494141,,
drowned,2008-01-02T00:00:00Z,2008 -- 1,2008,0,0,3,Algeria to Spain,36.146155,-1.494141,,
drowned,2007-03-11T00:00:00Z,2007 -- 3,2007,0,0,10,Algeria to Spain,36.146155,-1.494141,,
unknown,2004-10-13T00:00:00Z,2004 -- 10,2004,0,0,1,"Sheffield, uk",53.381129,-1.470085,,
drowned,2004-11-26T00:00:00Z,2004 -- 11,2004,0,0,1,"River Tyne, uk",54.986843,-1.461896,,
police violence,2006-05-06T00:00:00Z,2006 -- 5,2006,0,0,1,"Greenbank Drive Centre, uk",54.90116,-1.450343,,
suicide - hanged,2009-09-07T00:00:00Z,2009 -- 9,2009,0,0,1,"South Shields, United Kingdom",54.999424,-1.427406,,
shot by the police,2002-04-08T00:00:00Z,2002 -- 4,2002,0,0,2,"Sunderland, UK",54.906869,-1.383801,,
unknown,2012-07-29T00:00:00Z,2012 -- 7,2012,0,0,1,"Rotherham park, UK",53.449038,-1.2996,,
unknown,2016-04-01T00:00:00Z,2016 -- 4,2016,1,0,1,Oxfordshire,51.761,-1.246,,
drowned,2009-04-04T00:00:00Z,2009 -- 4,2009,0,0,1,england,52.355518,-1.17432,,
drowned,2003-08-17T00:00:00Z,2003 -- 8,2003,0,0,1,england,52.355518,-1.17432,,
unknown,2003-07-14T00:00:00Z,2003 -- 7,2003,0,0,2,england,52.355518,-1.17432,,
frozen,2002-06-11T00:00:00Z,2002 -- 6,2002,0,0,1,england,52.355518,-1.17432,,
frozen,2001-12-31T00:00:00Z,2001 -- 12,2001,0,0,1,england,52.355518,-1.17432,,
unknown,2010-07-24T00:00:00Z,2010 -- 7,2010,0,0,1,nottingham,52.954783,-1.158109,,
unknown,2011-09-01T00:00:00Z,2011 -- 9,2011,0,0,14,"Ain Tmouchent, algeria",35.30241,-1.14489,,
drowned,2007-12-09T00:00:00Z,2007 -- 12,2007,0,0,1,"Bouzedjar, algeria",35.579544,-1.142499,,
frozen,2004-10-14T00:00:00Z,2004 -- 10,2004,0,0,1,leicester,52.636878,-1.139759,,
drowned,2001-01-17T00:00:00Z,2001 -- 1,2001,0,0,1,leicester,52.636878,-1.139759,,
drowned,2009-06-16T00:00:00Z,2009 -- 6,2009,0,0,2,murcia,37.992331,-1.130458,,
drowned,2001-02-28T00:00:00Z,2001 -- 2,2001,0,0,12,murcia,37.992331,-1.130458,,
asphyxiated,2004-01-04T00:00:00Z,2004 -- 1,2004,0,0,1,haslar,50.787551,-1.124062,,
lack of medical care,2003-01-30T00:00:00Z,2003 -- 1,2003,0,0,1,haslar,50.787551,-1.124062,,
drowned,2008-03-18T00:00:00Z,2008 -- 3,2008,0,0,1,ghana,7.946527,-1.023194,,
unknown,2004-05-01T00:00:00Z,2004 -- 5,2004,0,0,2,ghana,7.946527,-1.023194,,
drowned,2004-02-04T00:00:00Z,2004 -- 2,2004,0,0,2,ghana,7.946527,-1.023194,,
suicide - other,2006-11-04T00:00:00Z,2006 -- 11,2006,0,0,1,"Clanfield, uk",50.946071,-1.004294,,
drowned,2009-08-10T00:00:00Z,2009 -- 8,2009,1,0,1,Cartagena,37.625683,-0.996584,,
starved,2009-06-16T00:00:00Z,2009 -- 6,2009,0,0,2,Cartagena,37.625683,-0.996584,,
unknown,2009-10-28T00:00:00Z,2009 -- 10,2009,0,0,3,Cartagena,37.625683,-0.996584,,
murdered,2004-04-26T00:00:00Z,2004 -- 4,2004,0,0,2,Cartagena,37.625683,-0.996584,,
unknown,2008-08-25T00:00:00Z,2008 -- 8,2008,0,0,20,almera,37.617153,-0.992914,,
blown in minefield,2007-10-08T00:00:00Z,2007 -- 10,2007,0,0,1,almera,37.617153,-0.992914,,
blown in minefield,2008-03-07T00:00:00Z,2008 -- 3,2008,0,0,1,"lindholme, uk",53.54368,-0.974168,,
drowned,2015-01-05T00:00:00Z,2015 -- 1,2015,6,0,6,80km off the Algerian coast,36.4,-0.9,,
unknown,2003-04-08T00:00:00Z,2003 -- 4,2003,0,0,1,"Heatherwood Hospital, UK",51.409994,-0.687312,,
unknown,2008-07-30T00:00:00Z,2008 -- 7,2008,0,0,14,Spanish coast,37.931706,-0.660553,,
unknown,2007-08-20T00:00:00Z,2007 -- 8,2007,0,0,1,Spanish coast,37.931706,-0.660553,,
blown in minefield,2007-12-25T00:00:00Z,2007 -- 12,2007,0,0,2,Spanish coast,37.931706,-0.660553,,
unknown,2001-06-26T00:00:00Z,2001 -- 6,2001,0,0,1,Spanish coast,37.931706,-0.660553,,
drowned,2001-06-15T00:00:00Z,2001 -- 6,2001,0,0,1,Spanish coast,37.931706,-0.660553,,
unknown,2003-06-04T00:00:00Z,2003 -- 6,2003,0,0,5,kacem,35.693271,-0.647622,,
shot by the police,2003-06-04T00:00:00Z,2003 -- 6,2003,0,0,4,kacem,35.693271,-0.647622,,
unknown,2010-11-03T00:00:00Z,2010 -- 11,2010,0,0,5,oran,35.696944,-0.633056,,
unknown,2009-01-13T00:00:00Z,2009 -- 1,2009,0,0,4,oran,35.696944,-0.633056,,
unknown,2009-01-02T00:00:00Z,2009 -- 1,2009,0,0,14,oran,35.696944,-0.633056,,
drowned,2008-04-08T00:00:00Z,2008 -- 4,2008,0,0,16,oran,35.696944,-0.633056,,
drowned,2008-03-02T00:00:00Z,2008 -- 3,2008,0,0,1,oran,35.696944,-0.633056,,
starved,2007-07-25T00:00:00Z,2007 -- 7,2007,0,0,1,oran,35.696944,-0.633056,,
unknown,2006-10-25T00:00:00Z,2006 -- 10,2006,0,0,12,oran,35.696944,-0.633056,,
unknown,2006-01-29T00:00:00Z,2006 -- 1,2006,0,0,9,oran,35.696944,-0.633056,,
drowned,2005-04-10T00:00:00Z,2005 -- 4,2005,0,0,18,oran,35.696944,-0.633056,,
starved,2005-02-25T00:00:00Z,2005 -- 2,2005,0,0,35,oran,35.696944,-0.633056,,
drowned,2005-02-25T00:00:00Z,2005 -- 2,2005,0,0,2,oran,35.696944,-0.633056,,
unknown,2005-02-25T00:00:00Z,2005 -- 2,2005,0,0,2,oran,35.696944,-0.633056,,
drowned,2005-02-24T00:00:00Z,2005 -- 2,2005,0,0,1,oran,35.696944,-0.633056,,
drowned,2007-11-05T00:00:00Z,2007 -- 11,2007,0,0,1,"bordeaux, france",44.837789,-0.57918,,
murdered,2011-02-06T00:00:00Z,2011 -- 2,2011,0,0,1,colnbrook,51.481969,-0.526243,,
starved,2008-01-08T00:00:00Z,2008 -- 1,2008,0,0,1,colnbrook,51.481969,-0.526243,,
car accident,2004-07-10T00:00:00Z,2004 -- 7,2004,0,0,1,colnbrook,51.481969,-0.526243,,
starved,2014-03-30T05:00:00Z,2014 -- 3,2014,1,0,1,Yarl's Wood Immigration Removal Centre,52.169628,-0.503644,,
shot by the police,2010-12-07T00:00:00Z,2010 -- 12,2010,0,0,1,alicante,38.345996,-0.490686,,
drowned,2010-11-07T00:00:00Z,2010 -- 11,2010,0,0,8,alicante,38.345996,-0.490686,,
unknown,2013-01-23T00:00:00Z,2013 -- 1,2013,1,0,1,IDC Harmondsworth,51.48309,-0.483529,,
unknown,2012-10-30T00:00:00Z,2012 -- 10,2012,1,0,1,Harmondsworth IRC,51.48309,-0.483529,,
unknown,2005-09-14T00:00:00Z,2005 -- 9,2005,0,0,1,"Yarl's Wood, uk",52.193566,-0.482377,,
died because of dangerous undeclared work,2006-01-18T00:00:00Z,2006 -- 1,2006,0,0,1,harmondsworth,51.487453,-0.475554,,
unknown,2004-07-18T00:00:00Z,2004 -- 7,2004,0,0,1,harmondsworth,51.487453,-0.475554,,
drowned,2003-07-04T00:00:00Z,2003 -- 7,2003,0,0,1,harmondsworth,51.487453,-0.475554,,
unknown,2000-01-23T00:00:00Z,2000 -- 1,2000,0,0,1,harmondsworth,51.487453,-0.475554,,
unknown,2006-12-31T00:00:00Z,2006 -- 12,2006,0,0,1,bedford,52.135973,-0.466655,,
unknown,2003-10-10T00:00:00Z,2003 -- 10,2003,0,0,1,bedford,52.135973,-0.466655,,
unknown,2012-09-08T00:00:00Z,2012 -- 9,2012,0,0,1,heathrow,51.47238,-0.45094,,
drowned,2012-08-22T00:00:00Z,2012 -- 8,2012,0,0,1,heathrow,51.47238,-0.45094,,
unknown,2010-12-09T00:00:00Z,2010 -- 12,2010,0,0,1,heathrow,51.47238,-0.45094,,
drowned,2009-12-10T00:00:00Z,2009 -- 12,2009,0,0,1,heathrow,51.47238,-0.45094,,
asphyxiated,2003-03-10T00:00:00Z,2003 -- 3,2003,0,0,1,heathrow,51.47238,-0.45094,,
drowned,2002-05-15T00:00:00Z,2002 -- 5,2002,0,0,1,heathrow,51.47238,-0.45094,,
unknown,2002-05-14T00:00:00Z,2002 -- 5,2002,0,0,1,heathrow,51.47238,-0.45094,,
unknown,2002-04-14T00:00:00Z,2002 -- 4,2002,0,0,1,heathrow,51.47238,-0.45094,,
drowned,2002-02-11T00:00:00Z,2002 -- 2,2002,0,0,2,heathrow,51.47238,-0.45094,,
drowned,2002-12-04T00:00:00Z,2002 -- 12,2002,0,0,2,heathrow,51.47238,-0.45094,,
murdered,2001-06-13T00:00:00Z,2001 -- 6,2001,0,0,1,heathrow,51.47238,-0.45094,,
drowned,2010-07-09T00:00:00Z,2010 -- 7,2010,0,0,1,valencia,39.469908,-0.376288,,
shot by the police,2009-12-31T00:00:00Z,2009 -- 12,2009,0,0,5,valencia,39.469908,-0.376288,,
starved,2006-02-19T00:00:00Z,2006 -- 2,2006,0,0,1,"Fairfield Hospital, uk",51.060229,-0.343955,,
starved,2011-03-03T00:00:00Z,2011 -- 3,2011,0,0,1,arzew,35.85,-0.316667,,
unknown,2011-02-25T00:00:00Z,2011 -- 2,2011,0,0,15,arzew,35.85,-0.316667,,
suicide - other,2011-01-11T00:00:00Z,2011 -- 1,2011,0,0,11,arzew,35.85,-0.316667,,
unknown,2009-01-24T00:00:00Z,2009 -- 1,2009,0,0,12,arzew,35.85,-0.316667,,
drowned,2008-07-03T00:00:00Z,2008 -- 7,2008,0,0,16,arzew,35.85,-0.316667,,
car accident,2008-05-05T00:00:00Z,2008 -- 5,2008,0,0,1,arzew,35.85,-0.316667,,
starved or died from dehydration,2008-04-07T00:00:00Z,2008 -- 4,2008,0,0,8,arzew,35.85,-0.316667,,
shot by the police,2008-12-31T00:00:00Z,2008 -- 12,2008,0,0,12,arzew,35.85,-0.316667,,
unknown,2007-08-22T00:00:00Z,2007 -- 8,2007,0,0,1,arzew,35.85,-0.316667,,
unknown,2007-07-02T00:00:00Z,2007 -- 7,2007,0,0,4,arzew,35.85,-0.316667,,
drowned,2007-02-06T00:00:00Z,2007 -- 2,2007,0,0,4,"Azwen, algeria",36,-0.3,,
unknown,2008-01-02T00:00:00Z,2008 -- 1,2008,0,0,4,bethioua,35.8,-0.266667,,
heart failure,2008-01-02T00:00:00Z,2008 -- 1,2008,0,0,1,bethioua,35.8,-0.266667,,
unknown,2005-02-13T00:00:00Z,2005 -- 2,2005,0,0,1,"Wandsworth, uk",51.457072,-0.181782,,
drowned,2001-06-17T00:00:00Z,2001 -- 6,2001,0,0,1,gatwick,51.155455,-0.165058,,
died from dehydration,2001-02-18T00:00:00Z,2001 -- 2,2001,0,0,1,gatwick,51.155455,-0.165058,,
drowned,2001-12-24T00:00:00Z,2001 -- 12,2001,0,0,2,gatwick,51.155455,-0.165058,,
drowned,2000-12-24T00:00:00Z,2000 -- 12,2000,0,0,1,gatwick,51.155455,-0.165058,,
unknown,2000-12-23T00:00:00Z,2000 -- 12,2000,0,0,1,gatwick,51.155455,-0.165058,,
unknown,2000-08-03T00:00:00Z,2000 -- 8,2000,0,0,1,"Sussex, UK",51.156388,-0.160135,,
lack of medical care,2014-12-12T00:00:00Z,2014 -- 12,2014,1,0,1,Junction 24 of M25,51.7,-0.15,,
shot by the police,2008-03-29T00:00:00Z,2008 -- 3,2008,0,0,1,"Pentonville, uk",51.519411,-0.126966,,
asphyxiated,2009-10-08T00:00:00Z,2009 -- 10,2009,0,0,1,london,51.511214,-0.119824,,
drowned,2007-01-21T00:00:00Z,2007 -- 1,2007,0,0,1,london,51.511214,-0.119824,,
drowned,2006-09-02T00:00:00Z,2006 -- 9,2006,0,0,1,london,51.511214,-0.119824,,
starved,2006-01-05T00:00:00Z,2006 -- 1,2006,0,0,1,london,51.511214,-0.119824,,
drowned,2004-05-14T00:00:00Z,2004 -- 5,2004,0,0,1,london,51.511214,-0.119824,,
lack of medical care,2004-10-11T00:00:00Z,2004 -- 10,2004,0,0,1,london,51.511214,-0.119824,,
shot by the police,2003-12-31T00:00:00Z,2003 -- 12,2003,0,0,1,london,51.511214,-0.119824,,
died of suddent infant death,2002-04-13T00:00:00Z,2002 -- 4,2002,0,0,1,london,51.511214,-0.119824,,
unknown,2001-11-24T00:00:00Z,2001 -- 11,2001,0,0,1,london,51.511214,-0.119824,,
unknown,2011-02-07T00:00:00Z,2011 -- 2,2011,0,0,2,campsfield,51.590352,-0.119725,,
drowned,2005-06-26T00:00:00Z,2005 -- 6,2005,0,0,1,"Campsfield, uk",51.590352,-0.119725,,
unknown,2001-11-21T00:00:00Z,2001 -- 11,2001,0,0,1,"Brixton, uk",51.458832,-0.10972,,
drowned,2007-09-18T00:00:00Z,2007 -- 9,2007,0,0,1,"Castellon, spain",39.984458,-0.04495,,
lack of medical care,2002-02-19T00:00:00Z,2002 -- 2,2002,0,0,1,"Lewes Prison, UK",50.871818,-0.005832,,
unknown,2010-04-14T00:00:00Z,2010 -- 4,2010,0,0,1,"Oakington, united kingdom",52.260094,0.064304,,
drowned,2009-06-02T00:00:00Z,2009 -- 6,2009,0,0,1,gata,38.77474,0.08519,,
drowned,2009-03-21T00:00:00Z,2009 -- 3,2009,0,0,2,gata,38.77474,0.08519,,
shot,2009-03-21T00:00:00Z,2009 -- 3,2009,0,2,2,gata,38.77474,0.08519,,
drowned,2009-01-06T00:00:00Z,2009 -- 1,2009,0,0,1,gata,38.77474,0.08519,,
unknown,2007-09-17T00:00:00Z,2007 -- 9,2007,0,0,5,gata,38.77474,0.08519,,
car accident,2007-09-15T00:00:00Z,2007 -- 9,2007,0,0,6,gata,38.77474,0.08519,,
drowned,2007-09-15T00:00:00Z,2007 -- 9,2007,0,0,1,gata,38.77474,0.08519,,
car accident,2007-10-15T00:00:00Z,2007 -- 10,2007,0,0,1,gata,38.77474,0.08519,,
burned or asphyxiated due to arson attack,2006-05-05T00:00:00Z,2006 -- 5,2006,0,0,1,gata,38.77474,0.08519,,
unknown,2006-02-26T00:00:00Z,2006 -- 2,2006,0,0,28,gata,38.77474,0.08519,,
unknown,2001-12-31T00:00:00Z,2001 -- 12,2001,0,0,4,gata,38.77474,0.08519,,
unknown,2006-01-23T00:00:00Z,2006 -- 1,2006,0,0,1,"Plumstead, uk",51.484807,0.087142,,
unknown,2006-01-10T00:00:00Z,2006 -- 1,2006,0,0,1,"Harlow, uk",51.767787,0.087806,,
drowned,2012-09-16T00:00:00Z,2012 -- 9,2012,0,0,1,mostaganem,35.939838,0.089767,,
unknown,2010-11-11T00:00:00Z,2010 -- 11,2010,0,0,1,mostaganem,35.939838,0.089767,,
unknown,2009-12-12T00:00:00Z,2009 -- 12,2009,0,0,16,mostaganem,35.939838,0.089767,,
run over by a bus,2008-03-29T00:00:00Z,2008 -- 3,2008,0,0,5,mostaganem,35.939838,0.089767,,
lack of medical care,2008-01-02T00:00:00Z,2008 -- 1,2008,0,0,3,mostaganem,35.939838,0.089767,,
unknown,2007-12-03T00:00:00Z,2007 -- 12,2007,0,0,12,mostaganem,35.939838,0.089767,,
unknown,2003-10-19T00:00:00Z,2003 -- 10,2003,0,0,1,"Belmarsh prison, UK",51.497303,0.0899,,
unknown,2006-04-22T00:00:00Z,2006 -- 4,2006,0,0,1,"Cambridegeshire, uk",52.276193,0.096538,,
unknown,2003-09-30T00:00:00Z,2003 -- 9,2003,0,0,3,havre,49.49437,0.107929,,
unknown,2003-01-09T00:00:00Z,2003 -- 1,2003,0,0,3,havre,49.49437,0.107929,,
asphyxiated,2013-09-21T00:00:00Z,2013 -- 9,2013,1,0,1,"Grande Garenne, Angouleme",45.649502,0.12473,,
drowned,2003-06-17T00:00:00Z,2003 -- 6,2003,0,0,1,"Eastbourne, UK",50.768035,0.290472,,
unknown,2014-08-14T05:00:00Z,2014 -- 8,2014,1,0,1,Tilbury Docks,51.46046,0.344943,,
died from dehydration,2012-09-06T00:00:00Z,2012 -- 9,2012,0,0,1,thames,51.488623,0.461426,,
unknown,2009-10-29T00:00:00Z,2009 -- 10,2009,0,0,1,thames,51.488623,0.461426,,
lack of medical care,2007-12-24T00:00:00Z,2007 -- 12,2007,0,0,1,"chelmsford, uk",51.735587,0.46855,,
drowned,2008-06-03T00:00:00Z,2008 -- 6,2008,0,0,16,"Mers el Hedjadj, algeria",35.208889,0.479722,,
drowned,2014-05-27T05:00:00Z,2014 -- 5,2014,2,1,3,,38,0.5,,
drowned,2014-12-03T00:00:00Z,2014 -- 12,2014,0,10,10,,38,0.5,,
drowned,2006-08-23T00:00:00Z,2006 -- 8,2006,0,0,2,essex,51.765908,0.667367,,
unknown,2006-06-21T00:00:00Z,2006 -- 6,2006,0,0,1,essex,51.765908,0.667367,,
drowned,2006-12-05T00:00:00Z,2006 -- 12,2006,0,0,1,essex,51.765908,0.667367,,
drowned,2015-11-30T00:00:00Z,2015 -- 11,2015,4,0,4,Near Kidal,17.9,0.7,,
unknown,2014-07-22T05:00:00Z,2014 -- 7,2014,1,0,1,,51,1,,
unknown,2008-01-02T00:00:00Z,2008 -- 1,2008,0,0,1,rahouia,35.533333,1.016667,,
car accident,2015-08-11T00:00:00Z,2015 -- 8,2015,1,0,1,Salou,41.07824,1.13346,,
asphyxiated,2006-08-09T00:00:00Z,2006 -- 8,2006,0,0,1,"Folkestone, uk",51.081397,1.169456,,
drowned,2015-07-24T00:00:00Z,2015 -- 7,2015,1,0,1,Folkestone,51.081398,1.169456,,
drowned,2015-07-23T00:00:00Z,2015 -- 7,2015,1,0,1,Folkestone,51.081398,1.169456,,
unknown,2004-03-13T00:00:00Z,2004 -- 3,2004,0,0,1,"Norwich, UK",52.630886,1.297355,,
unknown,2003-09-06T00:00:00Z,2003 -- 9,2003,0,0,1,dover,51.127876,1.313403,,
suicide - hanged,2003-02-23T00:00:00Z,2003 -- 2,2003,0,0,1,dover,51.127876,1.313403,,
drowned,2002-04-14T00:00:00Z,2002 -- 4,2002,0,0,1,dover,51.127876,1.313403,,
starved,2001-08-19T00:00:00Z,2001 -- 8,2001,0,0,1,dover,51.127876,1.313403,,
drowned,2001-01-19T00:00:00Z,2001 -- 1,2001,0,0,1,dover,51.127876,1.313403,,
drowned,2000-11-16T00:00:00Z,2000 -- 11,2000,0,0,1,dover,51.127876,1.313403,,
car accident,2008-01-02T00:00:00Z,2008 -- 1,2008,0,0,1,tiaret,35.37849,1.32569,,
unknown,2006-12-07T00:00:00Z,2006 -- 12,2006,0,0,1,"Margate, uk",51.389646,1.386834,,
car accident,2015-02-26T00:00:00Z,2015 -- 2,2015,2,0,2,500m off Harwich,51.924,1.44,,
